time,x,y,z
00:16.0,1.87,1.89,-0.63
00:16.0,1.91,2.15,-0.46
00:16.0,1.84,1.98,-0.47
00:16.0,1.84,1.98,-0.47
00:16.0,1.4,1.34,-0.57
00:16.0,1.14,1.12,-0.32
00:16.0,0.79,0.72,-0.1
00:16.0,0.48,0.26,-0.05
00:16.0,0.48,0.26,-0.05
00:16.0,0.45,-0.23,-0.22
00:16.1,0.25,-0.59,-0.1
00:16.1,-0.08,-0.95,0
00:16.1,-0.37,-1.39,0.05
00:16.1,-0.37,-1.39,0.05
00:16.1,-0.99,-2.51,-0.17
00:16.1,-0.8,-2.36,-0.28
00:16.1,-0.43,-1.96,-0.22
00:16.1,-0.43,-1.96,-0.22
00:16.1,-0.16,-1.84,-0.52
00:16.1,0.02,-1.36,-0.5
00:16.1,0.24,-0.67,-0.09
00:16.1,0.58,0.13,-0.07
00:16.1,0.58,0.13,-0.07
00:16.2,1.66,1.36,-0.55
00:16.2,1.96,1.95,-0.74
00:16.2,2.36,2.52,-0.72
00:16.2,2.5,2.91,-0.6
00:16.2,2.5,2.91,-0.6
00:16.2,1.99,2.28,-0.5
00:16.2,1.56,1.51,-0.68
00:16.2,1.59,1.22,-0.56
00:16.2,1.12,0.69,-0.22
00:16.2,1.12,0.69,-0.22
00:16.3,0.1,-1.13,-0.08
00:16.3,-0.28,-1.63,0.14
00:16.3,-0.71,-1.96,0.48
00:16.3,-0.71,-1.96,0.48
00:16.3,-1.15,-2.56,0.35
00:16.3,-1.05,-3.15,0.26
00:16.3,-0.92,-3.03,-0.01
00:16.3,-0.52,-3.1,-0.5
00:16.3,-0.52,-3.1,-0.5
00:16.3,-0.25,-2.56,-0.52
00:16.3,1.08,-0.2,-0.25
00:16.3,1.63,0.73,-0.33
00:16.3,1.89,1.12,-0.63
00:16.4,1.89,1.12,-0.63
00:16.4,2.01,1.62,-0.75
00:16.4,2.47,2.54,-0.7
00:16.4,2.51,2.58,-0.71
00:16.4,2.26,2.33,-0.75
00:16.4,2.26,2.33,-0.75
00:16.4,1.57,1.67,-0.45
00:16.4,1.43,1.42,-0.04
00:16.4,0.58,0.76,0.49
00:16.4,0.58,0.76,0.49
00:16.4,0.22,-0.25,0.42
00:16.4,-0.42,-1.79,0.42
00:16.4,-0.77,-2.31,0.32
00:16.4,-0.71,-2.41,0.33
00:16.4,-0.71,-2.41,0.33
00:16.5,-0.63,-2.25,0.43
00:16.5,-0.28,-1.86,0.41
00:16.5,-0.19,-1.82,0.29
00:16.5,-0.24,-1.96,0.07
00:16.5,-0.24,-1.96,0.07
00:16.5,-0.31,-2.01,-0.04
00:16.5,0.52,-1.33,-0.65
00:16.5,1.1,-0.59,-0.83
00:16.5,1.43,0.18,-0.7
00:16.6,1.43,0.18,-0.7
00:16.6,1.61,0.98,-0.52
00:16.6,2.04,2.26,-0.31
00:16.6,2.42,2.6,-0.54
00:16.6,2.42,2.6,-0.54
00:16.6,2.46,2.39,-0.84
00:16.6,2.29,2.1,-1.19
00:16.6,2.1,2.03,-0.68
00:16.6,1.59,1.32,-0.45
00:16.6,1.59,1.32,-0.45
00:16.6,0.95,0.41,-0.09
00:16.6,0.16,-0.66,0.43
00:16.6,-1.07,-2.74,0.53
00:16.6,-1.49,-3.42,0.5
00:16.7,-1.49,-3.42,0.5
00:16.7,-1.46,-3.72,0.26
00:16.7,-1.07,-3.03,0.3
00:16.7,-0.66,-2.32,0.37
00:16.7,-0.3,-2.03,0.21
00:16.7,-0.3,-2.03,0.21
00:16.7,-0.27,-1.9,0.01
00:16.7,0.85,-0.48,-0.49
00:16.7,1.43,0.41,-0.63
00:16.7,1.43,0.41,-0.63
00:16.7,1.61,0.8,-0.92
00:16.7,2.23,1.49,-1.28
00:16.7,2.52,2.36,-1.42
00:16.7,2.79,2.57,-1.47
00:16.8,2.79,2.57,-1.47
00:16.8,2.47,2.24,-1.31
00:16.8,1.84,1.59,-1.12
00:16.8,1.2,1.03,-0.24
00:16.8,0.41,0.23,0.18
00:16.8,0.41,0.23,0.18
00:16.8,0.14,-0.47,0.19
00:16.8,0.1,-1.15,0.13
00:16.8,-0.41,-2.04,0.16
00:16.8,-0.57,-2.26,0.14
00:16.8,-0.57,-2.26,0.14
00:16.8,-0.37,-2.2,-0.01
00:16.8,-0.14,-1.82,0.01
00:16.9,0.29,-1.1,0.16
00:16.9,0.29,-1.1,0.16
00:16.9,0.3,-0.9,0.34
00:16.9,0.03,-0.96,0.49
00:16.9,-0.17,-1.23,0.41
00:16.9,0.12,-1.41,-0.16
00:16.9,0.12,-1.41,-0.16
00:16.9,0.4,-1.5,-0.72
00:16.9,0.72,-1.33,-1.09
00:16.9,0.67,-0.41,-0.57
00:16.9,0.95,0.4,-0.26
00:16.9,0.95,0.4,-0.26
00:16.9,1.17,0.97,-0.3
00:16.9,1.59,1.41,-0.54
00:17.0,2.35,2.41,-0.82
00:17.0,2.38,2.68,-0.81
00:17.0,2.38,2.68,-0.81
00:17.0,2.49,2.68,-0.92
00:17.0,2.44,2.3,-1.01
00:17.0,1.72,1.32,-0.5
00:17.0,1.16,0.4,-0.23
00:17.0,1.16,0.4,-0.23
00:17.0,0.35,-0.7,0
00:17.0,-0.17,-1.64,0.14
00:17.1,-0.67,-2.24,0.41
00:17.1,-0.67,-2.24,0.41
00:17.1,-0.66,-2.25,0.47
00:17.1,-0.53,-2.26,0.4
00:17.1,-0.3,-2.16,0.23
00:17.1,-0.1,-1.93,0.09
00:17.1,-0.1,-1.93,0.09
00:17.1,0.13,-1.62,0.13
00:17.1,0.2,-1.58,0.08
00:17.1,0.28,-1.43,-0.09
00:17.1,0.96,-0.74,-0.53
00:17.1,0.96,-0.74,-0.53
00:17.1,1.12,-0.27,-0.62
00:17.2,1.42,0.19,-0.64
00:17.2,1.74,0.7,-0.64
00:17.2,1.74,0.7,-0.64
00:17.2,2.23,1.79,-0.42
00:17.2,2.38,1.99,-0.45
00:17.2,2.39,1.79,-0.63
00:17.2,1.76,1.19,-0.33
00:17.2,1.76,1.19,-0.33
00:17.2,1.5,0.91,0.04
00:17.2,0.89,0.05,0.17
00:17.2,0.49,-0.83,-0.02
00:17.2,-0.17,-1.94,0.3
00:17.2,-0.17,-1.94,0.3
00:17.2,-0.61,-2.33,0.54
00:17.3,-0.76,-2.63,0.59
00:17.3,-0.97,-2.82,0.66
00:17.3,-0.55,-2.44,0.63
00:17.3,-0.55,-2.44,0.63
00:17.3,-0.56,-2.48,0.55
00:17.3,-0.5,-2.58,0.26
00:17.3,-0.46,-1.92,0.33
00:17.3,1.33,-0.14,-0.71
00:17.3,1.33,-0.14,-0.71
00:17.3,2.14,1.06,-0.94
00:17.3,2.67,2.01,-1.06
00:17.3,2.86,2.68,-0.97
00:17.3,2.86,2.68,-0.97
00:17.4,2.94,2.92,-1.08
00:17.4,2.74,2.55,-1.28
00:17.4,2.64,2.57,-0.98
00:17.4,2.22,2.1,-0.46
00:17.4,2.22,2.1,-0.46
00:17.4,0.84,-0.31,-0.17
00:17.4,0.12,-1.64,-0.17
00:17.4,-0.92,-2.89,0.17
00:17.4,-1.52,-3.5,0.35
00:17.4,-1.52,-3.5,0.35
00:17.4,-1.5,-3.62,0.46
00:17.4,-1.27,-3,0.51
00:17.4,-0.53,-2.42,0.2
00:17.4,0.19,-1.95,-0.58
00:17.5,0.19,-1.95,-0.58
00:17.5,0.71,-1.15,-0.74
00:17.5,1.23,-0.15,-0.73
00:17.5,1.76,0.69,-1.04
00:17.5,1.76,0.69,-1.04
00:17.5,3.26,3.05,-1.17
00:17.5,3.39,3.52,-0.99
00:17.5,3.08,2.93,-1.28
00:17.5,2.72,2.46,-1.36
00:17.6,2.72,2.46,-1.36
00:17.6,2.1,1.67,-0.37
00:17.6,1.24,0.41,-0.1
00:17.6,0.38,-0.99,0.26
00:17.6,-0.8,-2.45,0.6
00:17.6,-0.8,-2.45,0.6
00:17.6,-1.33,-3.42,0.7
00:17.6,-1.11,-3.13,0.71
00:17.6,-0.74,-2.74,0.44
00:17.6,-0.74,-2.74,0.44
00:17.6,-0.08,-2.07,0.28
00:17.6,0.24,-1.48,0.12
00:17.6,0.12,-1.55,0.07
00:17.6,0.43,-1.17,-0.04
00:17.7,0.43,-1.17,-0.04
00:17.7,0.83,-0.83,-0.26
00:17.7,1.45,0.37,-0.18
00:17.7,1.54,0.74,-0.14
00:17.7,1.53,0.91,-0.22
00:17.7,1.53,0.91,-0.22
00:17.7,1.8,1.21,-0.47
00:17.7,2.36,1.64,-0.86
00:17.7,2.15,1.37,-1.04
00:17.7,2.22,1.32,-1.02
00:17.7,2.22,1.32,-1.02
00:17.7,1.65,0.8,-0.47
00:17.7,1.11,-0.13,-0.32
00:17.8,0.57,-1,-0.25
00:17.8,0.13,-1.59,0.09
00:17.8,0.13,-1.59,0.09
00:17.8,-0.62,-2.45,0.62
00:17.8,-0.81,-2.9,0.52
00:17.8,-0.89,-3.05,0.52
00:17.8,-0.89,-3.05,0.52
00:17.8,-0.7,-2.77,0.59
00:17.8,-0.23,-2.02,0.62
00:17.8,-0.25,-1.91,0.5
00:17.8,0.06,-1.51,0.2
00:17.8,0.06,-1.51,0.2
00:17.8,0.82,-0.73,-0.24
00:17.8,2.17,0.45,-1.39
00:17.9,2.53,1.01,-1.77
00:17.9,2.59,1.8,-1.53
00:17.9,2.59,1.8,-1.53
00:17.9,2.76,2.66,-1.06
00:17.9,2.8,2.58,-0.95
00:17.9,2.4,2.06,-1.06
00:17.9,2.4,2.06,-1.06
00:17.9,2.25,1.93,-0.87
00:17.9,1.87,1.35,-0.61
00:17.9,0.83,-0.19,-0.19
00:17.9,0.3,-0.98,-0.06
00:18.0,0.3,-0.98,-0.06
00:18.0,0.18,-1.4,-0.03
00:18.0,0.1,-1.58,0.14
00:18.0,-0.17,-1.82,0.44
00:18.0,-0.21,-1.97,0.26
00:18.0,-0.21,-1.97,0.26
00:18.0,-0.04,-1.86,0.11
00:18.0,0.36,-1.44,0.12
00:18.0,0.4,-1.27,0.17
00:18.0,0.26,-1.15,0.42
00:18.0,0.26,-1.15,0.42
00:18.0,0.15,-1.1,0.6
00:18.0,0.29,-1.36,0.09
00:18.1,0.26,-1.21,0.12
00:18.1,0.26,-1.21,0.12
00:18.1,0.29,-1.03,0.23
00:18.1,0.47,-0.76,0.03
00:18.1,1.66,0.2,-0.87
00:18.1,1.78,1,-0.82
00:18.1,1.78,1,-0.82
00:18.1,2.22,1.51,-0.99
00:18.1,2.37,1.86,-0.95
00:18.1,2.39,2.45,-0.62
00:18.1,2.49,2.24,-0.92
00:18.1,2.49,2.24,-0.92
00:18.1,2.5,1.87,-1.31
00:18.1,2.45,1.85,-1.15
00:18.2,1.81,1.17,-0.4
00:18.2,1.39,0.4,-0.2
00:18.2,1.39,0.4,-0.2
00:18.2,0.63,-0.66,0
00:18.2,0.07,-1.63,0.16
00:18.2,-0.64,-2.77,0.54
00:18.2,-0.64,-2.77,0.54
00:18.2,-0.99,-2.95,0.71
00:18.2,-0.95,-2.91,0.66
00:18.2,-0.49,-2.62,0.27
00:18.2,0.63,-1.37,-0.36
00:18.2,0.63,-1.37,-0.36
00:18.2,1.03,-0.95,-0.7
00:18.3,1.48,-0.33,-0.92
00:18.3,2.03,1.15,-0.82
00:18.3,2.42,1.81,-0.78
00:18.3,2.42,1.81,-0.78
00:18.3,2.52,2.01,-0.9
00:18.3,2.69,2.14,-1.23
00:18.3,2.77,1.93,-1.41
00:18.3,2.65,1.59,-1.4
00:18.3,2.65,1.59,-1.4
00:18.4,2.75,1.4,-0.59
00:18.4,1.65,0.36,0.65
00:18.4,-1.4,-3.53,1.6
00:18.4,-1.4,-3.53,1.6
00:18.4,-2.39,-4.55,1.67
00:18.4,-2.34,-5.12,1.9
00:18.4,-2.1,-5.05,1.13
00:18.4,-1.12,-3.81,0.97
00:18.4,-1.12,-3.81,0.97
00:18.4,-0.46,-3.2,0.54
00:18.4,0.57,-2.3,-0.41
00:18.4,1.81,-0.79,-1.26
00:18.4,3.22,2.34,-1.67
00:18.4,3.22,2.34,-1.67
00:18.5,3.46,3.45,-1.68
00:18.5,3.87,4.09,-1.59
00:18.5,4.07,4.03,-1.82
00:18.5,2.7,2.55,-1.13
00:18.5,2.7,2.55,-1.13
00:18.5,2.19,2.09,-0.77
00:18.5,1.74,1.55,-0.13
00:18.5,1.03,0.75,0.25
00:18.5,0.3,-0.8,0.24
00:18.5,0.3,-0.8,0.24
00:18.5,0.28,-1.25,0.13
00:18.5,0.19,-1.55,0.18
00:18.5,0.08,-1.96,0.17
00:18.5,0.05,-1.89,0.32
00:18.6,0.05,-1.89,0.32
00:18.6,0.08,-1.68,0.46
00:18.6,0,-1.69,0.58
00:18.6,-0.05,-1.91,0.85
00:18.6,-0.05,-1.91,0.85
00:18.6,-0.34,-2.15,1.04
00:18.6,-0.58,-2.42,0.99
00:18.6,-0.44,-2.47,0.68
00:18.6,0.5,-1.48,-0.06
00:18.6,0.5,-1.48,-0.06
00:18.6,0.96,-0.84,-0.27
00:18.6,0.93,-0.39,-0.44
00:18.6,0.97,0.09,-0.52
00:18.6,2.27,1.71,-1.06
00:18.7,2.27,1.71,-1.06
00:18.7,2.68,2.25,-1.51
00:18.7,3.02,2.58,-1.85
00:18.7,2.99,2.86,-1.68
00:18.7,2.99,2.86,-1.68
00:18.7,2.44,2.61,-1.34
00:18.7,2.63,2.41,-1.56
00:18.7,2.5,2.09,-1.5
00:18.7,2.05,1.95,-0.94
00:18.7,2.05,1.95,-0.94
00:18.8,0.6,0.4,0.2
00:18.8,0.24,-0.5,0.17
00:18.8,0.03,-1.2,-0.03
00:18.8,0.04,-1.38,-0.28
00:18.8,0.04,-1.38,-0.28
00:18.8,-0.08,-1.66,0.08
00:18.8,-0.42,-2.02,0.16
00:18.8,-0.42,-2.02,0.26
00:18.8,-0.42,-2.02,0.26
00:18.8,-0.4,-1.91,0.36
00:18.8,-0.32,-1.9,0.21
00:18.8,0.18,-1.5,0.09
00:18.8,0.22,-1.19,0.28
00:18.8,0.22,-1.19,0.28
00:18.9,0.21,-0.96,0.39
00:18.9,0.24,-0.89,0.31
00:18.9,0.22,-0.95,0.19
00:18.9,0.49,-0.85,-0.06
00:18.9,0.49,-0.85,-0.06
00:18.9,1.03,-0.54,-0.67
00:18.9,1.13,-0.2,-0.93
00:18.9,1.44,0.42,-1.09
00:18.9,1.83,1.31,-1.13
00:18.9,1.83,1.31,-1.13
00:18.9,3.05,2.72,-1.6
00:18.9,3.13,3.14,-1.25
00:18.9,2.9,2.99,-1.3
00:18.9,2.9,2.99,-1.3
00:19.0,2.77,2.63,-1.21
00:19.0,1.92,1.47,-0.49
00:19.0,1.27,0.9,0.06
00:19.0,0.85,0.17,0.52
00:19.0,0.85,0.17,0.52
00:19.0,0.24,-0.68,0.73
00:19.0,-0.68,-2.06,1
00:19.0,-0.61,-2.29,0.97
00:19.0,-0.56,-2.36,1.05
00:19.1,-0.56,-2.36,1.05
00:19.1,-0.71,-2.52,0.99
00:19.1,-0.53,-2.48,0.44
00:19.1,-0.1,-2.05,0.23
00:19.1,0.4,-1.46,-0.09
00:19.1,0.4,-1.46,-0.09
00:19.1,0.75,-1.01,-0.63
00:19.1,1.94,0.81,-1.17
00:19.1,2.32,1.75,-1.17
00:19.1,2.7,2.55,-1.23
00:19.1,2.7,2.55,-1.23
00:19.1,2.88,2.78,-1.4
00:19.1,2.42,2.01,-1.66
00:19.1,2.21,1.55,-1.65
00:19.1,2.21,1.55,-1.65
00:19.2,1.85,1.23,-1.16
00:19.2,0.99,0.2,-0.38
00:19.2,0.54,-0.51,0.13
00:19.2,-0.1,-1.4,0.22
00:19.2,-0.1,-1.4,0.22
00:19.2,-0.44,-1.98,0.5
00:19.2,-0.6,-2.1,0.92
00:19.2,-0.47,-1.69,1.19
00:19.2,-0.23,-1.37,1.13
00:19.2,-0.23,-1.37,1.13
00:19.2,0.09,-1.24,0.86
00:19.2,0.37,-1.21,0.54
00:19.2,0.28,-1.31,0.57
00:19.3,0.35,-1.42,0.21
00:19.3,0.35,-1.42,0.21
00:19.3,0.91,-1.17,-0.21
00:19.3,1.05,-0.62,-0.34
00:19.3,1.15,-0.35,-0.45
00:19.3,1.15,-0.35,-0.45
00:19.3,1.29,0.02,-0.6
00:19.3,1.52,0.35,-0.8
00:19.3,1.89,0.94,-1.16
00:19.3,2.1,1.41,-1.04
00:19.3,2.1,1.41,-1.04
00:19.3,2.16,1.82,-0.95
00:19.3,2.11,1.96,-0.98
00:19.3,2.19,1.97,-1.06
00:19.4,1.96,1.73,-0.89
00:19.4,1.96,1.73,-0.89
00:19.4,1.69,1.23,-0.71
00:19.4,0.98,0.4,-0.15
00:19.4,0.59,-0.04,-0.05
00:19.4,0.59,-0.04,-0.05
00:19.4,0.48,-0.4,-0.3
00:19.4,0.64,-0.36,-0.58
00:19.4,1.07,0.08,-0.28
00:19.5,0.83,-0.34,-0.05
00:19.5,0.83,-0.34,-0.05
00:19.5,0.37,-1.01,0.01
00:19.5,0.08,-1.47,0.23
00:19.5,-0.35,-1.95,0.47
00:19.5,-0.19,-1.81,0.41
00:19.5,-0.19,-1.81,0.41
00:19.5,-0.03,-1.64,0.49
00:19.5,0.02,-1.58,0.54
00:19.5,-0.14,-2.2,0.39
00:19.5,0.24,-2.4,-0.37
00:19.5,0.24,-2.4,-0.37
00:19.5,0.83,-2.13,-0.88
00:19.5,0.87,-1.63,-0.7
00:19.6,0.69,-0.65,-0.11
00:19.6,0.69,-0.65,-0.11
00:19.6,1.02,0,-0.07
00:19.6,1.4,0.45,-0.32
00:19.6,1.72,0.92,-0.63
00:19.6,2.07,1.44,-1.16
00:19.6,2.07,1.44,-1.16
00:19.6,2.4,1.58,-1.54
00:19.6,2.86,1.89,-1.8
00:19.6,2.93,2.37,-1.64
00:19.6,2.57,2.94,-0.9
00:19.6,2.57,2.94,-0.9
00:19.6,2.22,2.96,-0.23
00:19.6,1.85,2.38,0.09
00:19.7,1.59,1.55,0.23
00:19.7,0.41,-0.31,0.74
00:19.7,0.41,-0.31,0.74
00:19.7,-0.13,-1.2,0.85
00:19.7,-0.48,-1.78,0.89
00:19.7,-0.64,-2.56,0.54
00:19.7,-0.47,-2.61,0.33
00:19.7,-0.47,-2.61,0.33
00:19.7,-0.3,-2.45,0.26
00:19.7,-0.22,-2.17,0.35
00:19.7,0.38,-2.08,-0.44
00:19.7,0.38,-2.08,-0.44
00:19.7,0.63,-1.7,-0.58
00:19.7,0.56,-1.38,-0.49
00:19.8,0.5,-1.11,-0.63
00:19.8,1.52,0.8,-0.87
00:19.8,1.52,0.8,-0.87
00:19.8,2.43,2.23,-0.98
00:19.8,3.03,3.51,-0.63
00:19.8,3.09,4.03,-0.36
00:19.8,1.99,3.44,0.54
00:19.8,1.99,3.44,0.54
00:19.8,0.9,2.32,0.93
00:19.9,0.36,1.16,0.83
00:19.9,0.13,0.39,0.94
00:19.9,0.13,0.39,0.94
00:19.9,-0.41,-1.34,0.51
00:19.9,-0.52,-1.94,0.31
00:19.9,-0.72,-2.61,0.2
00:19.9,-0.87,-3.04,-0.08
00:19.9,-0.87,-3.04,-0.08
00:19.9,-0.08,-2.67,-0.8
00:19.9,0.42,-2.25,-1.15
00:19.9,0.59,-1.64,-1.26
00:19.9,1,-0.52,-1.11
00:19.9,1,-0.52,-1.11
00:19.9,1.48,1.36,-0.65
00:20.0,2.04,1.81,-0.92
00:20.0,2,2.28,-0.74
00:20.0,1.69,1.62,-0.89
00:20.0,1.69,1.62,-0.89
00:20.0,1.52,0.92,-1.02
00:20.0,1.18,0.32,-0.9
00:20.0,0.79,-0.06,-0.73
00:20.0,0.79,-0.06,-0.73
00:20.0,0.14,-1.37,-0.36
00:20.0,-0.3,-2.15,-0.39
00:20.0,-0.41,-2.74,-0.58
00:20.0,-0.64,-2.94,-0.47
00:20.0,-0.64,-2.94,-0.47
00:20.0,-0.54,-1.86,0.25
00:20.1,-0.08,-1.58,0.09
00:20.1,0.09,-1.55,-0.13
00:20.1,0.36,-1.28,-0.39
00:20.1,0.36,-1.28,-0.39
00:20.1,0.84,-0.34,-0.53
00:20.1,1.24,0.47,-0.42
00:20.1,1.3,1.12,-0.32
00:20.1,1.31,1.68,-0.24
00:20.1,1.31,1.68,-0.24
00:20.1,1.72,2.66,-0.15
00:20.2,1.72,2.61,-0.19
00:20.2,1.58,2.17,-0.43
00:20.2,1.37,1.8,-0.52
00:20.2,1.37,1.8,-0.52
00:20.2,1.33,1.4,-0.52
00:20.2,1.23,1.36,-0.24
00:20.2,0.94,1.14,0.05
00:20.2,0.94,1.14,0.05
00:20.2,0.81,0.83,0.26
00:20.2,0.19,0.04,0.58
00:20.2,-0.28,-0.57,0.66
00:20.2,-0.26,-1.25,0.31
00:20.2,-0.26,-1.25,0.31
00:20.2,-0.75,-2.54,0.16
00:20.3,-0.55,-2.84,-0.39
00:20.3,-0.2,-2.37,-0.26
00:20.3,-0.04,-1.52,0.26
00:20.3,-0.04,-1.52,0.26
00:20.3,-0.17,-1.19,0.54
00:20.3,0.01,-1.18,0.22
00:20.3,0.24,-0.99,-0.06
00:20.3,0.24,-0.99,-0.06
00:20.3,0.63,-0.48,-0.44
00:20.3,1.94,0.3,-1.5
00:20.3,1.93,0.71,-1.47
00:20.3,1.78,1.2,-1.12
00:20.3,1.78,1.2,-1.12
00:20.4,1.79,1.39,-0.88
00:20.4,1.83,0.9,-1.21
00:20.4,1.72,0.64,-1.26
00:20.4,1.74,0.4,-1.29
00:20.4,1.74,0.4,-1.29
00:20.4,1.71,0.09,-1.53
00:20.4,1.43,-0.16,-1.01
00:20.4,0.97,-0.06,-0.26
00:20.4,1.07,-0.17,-0.36
00:20.4,1.07,-0.17,-0.36
00:20.4,1.2,-0.12,-0.21
00:20.4,0.63,0.16,0.72
00:20.5,0.91,0.25,0.63
00:20.5,1.2,0.42,0.66
00:20.5,1.2,0.42,0.66
00:20.5,0.98,0.43,0.91
00:20.5,0.42,-0.24,1.18
00:20.5,0.29,-0.54,1.13
00:20.5,0.29,-0.54,1.13
00:20.5,0.36,-0.48,1.04
00:20.5,0.8,-0.7,0.27
00:20.5,0.85,-0.78,0.15
00:20.5,0.56,-0.57,0.43
00:20.5,0.56,-0.57,0.43
00:20.5,0.3,-0.73,0.57
00:20.5,0.09,-1.3,0.44
00:20.6,0.28,-1.86,-0.34
00:20.6,1.27,-2.51,-2.11
00:20.6,1.27,-2.51,-2.11
00:20.6,2.24,-2.32,-3.21
00:20.6,2.5,-0.38,-2.28
00:20.6,2.11,0.7,-0.99
00:20.6,1.59,1.12,-0.09
00:20.6,1.59,1.12,-0.09
00:20.6,1.22,0.77,0.18
00:20.6,0.89,0.35,0.58
00:20.7,0.92,0,0.32
00:20.7,0.92,0,0.32
00:20.7,0.94,-0.11,0.22
00:20.7,0.86,0.14,0.49
00:20.7,0.42,1.1,1.66
00:20.7,0.25,1.48,2
00:20.7,0.25,1.48,2
00:20.7,0.34,1.48,1.7
00:20.7,0.66,0.87,0.61
00:20.7,1.49,-0.31,-1.49
00:20.7,1.16,-0.24,-1.47
00:20.7,1.16,-0.24,-1.47
00:20.7,1.56,-0.93,-2.02
00:20.8,1.19,-1.54,-2.17
00:20.8,0.92,-1.71,-1.83
00:20.8,0.92,-1.71,-1.83
00:20.8,1.12,-1.52,-1.83
00:20.8,1.23,-1.04,-1.47
00:20.8,0.85,0.16,-0.14
00:20.8,0.64,0.65,0.45
00:20.8,0.64,0.65,0.45
00:20.8,0.71,0.94,0.7
00:20.8,0.62,1.08,0.75
00:20.8,1.03,1.05,0.28
00:20.8,1.07,0.8,-0.01
00:20.8,1.07,0.8,-0.01
00:20.8,0.81,0.62,0.07
00:20.8,0.35,0.38,0.31
00:20.9,0.41,0.1,0.14
00:20.9,0.5,0.01,0.04
00:20.9,0.5,0.01,0.04
00:20.9,0.42,-0.17,-0.17
00:20.9,0.36,-0.42,-0.36
00:20.9,0.45,-0.58,-0.43
00:20.9,0.45,-0.58,-0.43
00:20.9,0.32,-0.94,-0.85
00:20.9,0.2,-0.81,-0.73
00:20.9,-1.2,-0.82,-0.37
00:20.9,1.17,-0.41,-1.53
00:20.9,1.17,-0.41,-1.53
00:20.9,0.35,0.07,-0.56
00:21.0,0.64,-0.14,-1.23
00:21.0,0.98,-0.33,-1.31
00:21.0,0.94,-0.72,-1.12
00:21.0,0.94,-0.72,-1.12
00:21.0,0.61,-1.1,-1.15
00:21.0,0.24,-1.11,-0.91
00:21.0,-0.02,-0.78,-0.46
00:21.0,0.47,-0.54,-0.24
00:21.0,0.47,-0.54,-0.24
00:21.0,1.05,-0.24,-0.16
00:21.0,0.53,-0.14,0.15
00:21.0,0.43,0.18,0.64
00:21.0,0.43,0.18,0.64
00:21.0,0.18,0.75,0.57
00:21.1,0.37,0.33,1.33
00:21.1,0.35,0.67,1.06
00:21.1,0.39,0.17,0.75
00:21.1,0.39,0.17,0.75
00:21.1,0.5,0.13,0.21
00:21.1,1.16,-0.02,-0.19
00:21.1,0.94,-0.57,-1.39
00:21.1,1.19,-0.56,-2.05
00:21.1,1.19,-0.56,-2.05
00:21.1,0.74,-0.97,-2.57
00:21.2,0.38,-1.5,-1.38
00:21.2,0.81,0.57,4.1
00:21.2,-0.34,-3.05,-0.58
00:21.2,-0.34,-3.05,-0.58
00:21.2,2.15,-1.8,0.21
00:21.2,0.72,-2.52,-0.66
00:21.2,-0.23,-2.54,-1.03
00:21.2,-0.23,-2.54,-1.03
00:21.2,-0.36,-2.5,-0.44
00:21.2,-0.37,-2.54,-0.94
00:21.2,0.81,-2.83,0.05
00:21.2,2.03,3.3,-1.68
00:21.2,2.03,3.3,-1.68
00:21.2,4.87,4.14,-0.1
00:21.3,4.1,4.05,-0.25
00:21.3,3.6,3.16,-0.12
00:21.3,2.47,2.39,-0.11
00:21.3,2.47,2.39,-0.11
00:21.3,-0.08,2.09,-1.8
00:21.3,-0.97,1.15,-2.17
00:21.3,-3.67,-2.82,10.53
00:21.3,-1.51,-2.77,-1.12
00:21.3,-1.51,-2.77,-1.12
00:21.3,-1.41,-4.51,0.83
00:21.3,-0.37,-6.64,3.29
00:21.3,0.19,-3.83,-1.46
00:21.3,2.06,-5.92,-0.21
00:21.3,2.06,-5.92,-0.21
00:21.4,4.57,-4.75,-1.09
00:21.4,3.48,-3.21,-0.01
00:21.4,1.66,-1.38,-0.79
00:21.4,1.66,-1.38,-0.79
00:21.4,-0.13,0.18,0
00:21.4,-0.37,1.11,0.26
00:21.4,0.82,-0.28,-0.18
00:21.4,0.78,-0.61,-0.12
00:21.4,0.78,-0.61,-0.12
00:21.5,0.96,-0.74,-0.26
00:21.5,0.88,-0.66,-0.13
00:21.5,0.85,-0.6,-0.21
00:21.5,0.9,-0.6,-0.14
00:21.5,0.9,-0.6,-0.14
00:21.5,0.87,-0.61,-0.16
00:21.5,0.83,-0.6,-0.17
00:21.5,0.8,-0.58,-0.19
00:21.5,0.8,-0.58,-0.19
00:21.5,0.8,-0.55,-0.2
00:21.5,0.77,-0.54,-0.19
00:21.5,0.75,-0.53,-0.22
00:21.5,0.73,-0.5,-0.19
00:21.5,0.73,-0.5,-0.19
00:21.6,0.72,-0.48,-0.21
00:21.6,0.68,-0.47,-0.21
00:21.6,0.67,-0.47,-0.2
00:21.6,0.65,-0.45,-0.22
00:21.6,0.65,-0.45,-0.22
00:21.6,0.61,-0.42,-0.21
00:21.6,0.6,-0.42,-0.21
00:21.6,0.6,-0.42,-0.21
00:21.6,0.6,-0.42,-0.21
00:21.6,0.57,-0.4,-0.2
00:21.6,0.56,-0.4,-0.22
00:21.6,0.54,-0.39,-0.2
00:21.6,0.54,-0.39,-0.2
00:21.6,0.53,-0.36,-0.22
